region_or_nation,job_family,occupation,medium_skilled,include_fe,include_he,demand_entry,demand_ticker,lq,lq_label,demand_entry_sl,demand_entry_fe,demand_entry_he,advertised_avg_salary_entry_hs,advertised_avg_salary_entry_degree,advertised_entry_salary_degree_premium,advertised_entry_salary_degree_premium_percentage,supply_fe,supply_he,fe_ds_ratio,he_ds_ratio,fe_ds_ratio_log,he_ds_ratio_log
SCOTLAND,Professional Occupations,Librarians and Related Professionals,0,0,0,259,Low,1.45973430626302,High,45.46,21.52,132.61,21510.8126,23309.4540694915,1798.64146949152,0.083615691463535,9,16,2.33333333333333,8.288125,0.847297860387202,2.11482376744973
SCOTLAND,"Managers, Directors And Senior Officials",Managers and Directors in Transport and Logistics,0,0,0,241,Low,0.653954591821024,Very Low,84.68,38.4,111.46,30377.4833,40065.5445457627,9688.06124576271,0.31892244495984,0,,Inf,,Inf,
SCOTLAND,Associate Professional And Technical Occupations,Transport Associate Professionals,1,0,0,236,Low,1.36270601336432,High,89.04,46.84,68.54,,,,,120,8,0.391666666666667,8.625,-0.937344141071987,2.15466496291742
SCOTLAND,Skilled Trades Occupations,Construction and Building Trades Supervisors,1,0,0,175,Low,1.05711874569983,Average,70.06,87.22,16.34,29963.9806,36116.4423,6152.4617,0.205328583746313,144,,0.604166666666667,,-0.503905180921416,
SCOTLAND,Professional Occupations,Conservation and Environment Professionals,0,0,1,169,Low,1.39796742634583,High,12.53,10.51,124.66,30942.15,33293.3118357143,2351.16183571429,0.0759857293599277,48,90,0.208333333333333,1.38888888888889,-1.56861591791385,0.328504066972037
SCOTLAND,Associate Professional And Technical Occupations,Conservation and Environmental Associate Professionals,1,0,0,130,Low,1.75810793527904,Very High,32.62,40.54,47.99,22163.8923,27662.3859,5498.4936,0.248083392825366,37,30,1.10810810810811,1.6,0.102654154060085,0.470003629245736
SCOTLAND,"Managers, Directors And Senior Officials",Chief Executives and Senior Officials,0,0,0,80,Low,0.787256351971232,Low,5.37,3.79,53.28,38984.1542,45530.2436258064,6546.08942580645,0.167916671789854,0,,Inf,,Inf,
SCOTLAND,"Managers, Directors And Senior Officials",Senior Officers in Protective Services,0,0,0,80,Low,0.653499204791654,Very Low,16.84,16.61,39.93,33709.1105,41082.6533,7373.5428,0.218740355074038,0,,Inf,,Inf,
SCOTLAND,"Managers, Directors And Senior Officials",Financial Institution Managers and Directors,0,0,0,40,Low,0.98161026386413,Average,3.75,4.81,26.08,29878.3291,52191.3189,22312.9898,0.746795101068754,0,,Inf,,Inf,
SCOTLAND,Professional Occupations,Research and Development Managers ,0,0,0,39,Low,0.475562736530448,Very Low,3.67,7.98,23.47,,,,,3,,2.66666666666667,,0.980829253011728,
SCOTLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Agriculture Related Services,0,0,0,28,Low,0.908597930188286,Average,2.53,13.75,8.84,,30274.0277,,,8,,1.75,,0.559615787935423,
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,"Sales, Marketing and Related Associate Professionals",1,1,0,45376,Very High,1.13425679055313,Average,9343.45,5081.06,29405.06,29964.9858,38098.1842051131,8133.19840511306,0.271423402613895,2574,1612,1.97435897435897,18.241935483871,0.680243775724035,2.90372309107103
SOUTH EAST ENGLAND,Administrative And Secretarial Occupations,Other Administrative Occupations,0,1,0,40059,Very High,1.09151606905539,Average,22263.1,9880.63,7218.67,20590.6757,28567.565647005,7976.88994700503,0.387403019853546,4443,,2.22394778302948,,0.799283897259052,
SOUTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Caring Personal Services,1,1,0,36971,Very High,1.22487920660355,High,11720.69,20061.74,4699.91,20600.0565,21400.7014842391,800.64498423913,0.0388661547719119,3282,28,6.1121267519805,167.853928571429,1.81027478986589,5.12309412840343
SOUTH EAST ENGLAND,Professional Occupations,Information Technology and Telecommunications Professionals,0,1,0,35300,Very High,1.17276634266543,Average,3396.26,3089.31,26948.91,43356.3316,51403.9853803612,8047.65378036118,0.185616575096985,4232,1210,0.729914933837429,22.271826446281,-0.314827280619554,3.10332249165941
SOUTH EAST ENGLAND,Professional Occupations,Teaching and Educational Professionals,0,1,1,34594,Very High,0.897798296295041,Average,5489.17,3430.96,15584.46,32447.4284,34209.0630525813,1761.63465258127,0.0542919651709984,1767,3182,1.9417091114884,4.89769327467002,0.663568570538754,1.58876433400275
SOUTH EAST ENGLAND,Professional Occupations,Nursing and Midwifery Professionals,0,0,1,29506,Very High,1.12844670986702,Average,1.98,2.08,24010.87,29771.0799,34345.7934940235,4574.71359402348,0.153663004815068,6,3482,0.333333333333333,6.89316484778863,-1.09861228866811,1.93053031886325
SOUTH EAST ENGLAND,Sales And Customer Service Occupations,Sales Assistants and Retail Cashiers,0,1,0,24313,Very High,1.0934689905156,Average,11592.7,5728.15,6314.72,22731.8923,36312.5928828265,13580.7005828265,0.597429391429348,4323,,1.32500578302105,,0.28141682397285,
SOUTH EAST ENGLAND,Sales And Customer Service Occupations,Customer Service Occupations,0,1,0,22662,Very High,1.01072342434028,Average,12251.19,5932.52,3785.43,21332.0372,26753.4036599671,5421.36645996705,0.25414199352545,1491,63,3.97853789403085,60.0861904761905,1.38091438849308,4.09578003936812
SOUTH EAST ENGLAND,Skilled Trades Occupations,Food Preparation and Hospitality Trades,1,1,0,21580,High,1.32277250314301,High,7845.8,13252.46,411.78,,,,,2883,31,4.59694762400277,13.2832258064516,1.52539252324228,2.58650202166345
SOUTH EAST ENGLAND,"Process, Plant And Machine Operatives",Road Transport Drivers,0,0,0,20557,High,0.935087197076662,Average,9173.91,6586.21,3699.74,22586.2561,23503.4902866397,917.234186639678,0.0406102801003695,548,,12.0182481751825,,2.4864261759883,
SOUTH EAST ENGLAND,Elementary Occupations,Other Elementary Services Occupations,0,1,0,19748,High,1.23938849581996,High,9451.65,8034.59,1823.42,21254.0125,22038.4099655172,784.397465517239,0.0369058532132339,3084,,2.60505836575875,,0.957455080236006,
SOUTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Childcare and Related Personal Services,1,1,1,18549,High,1.11672518072397,Average,6661.93,8509.29,2723.2,21462.318,23068.2189012668,1605.9009012668,0.074824205906687,5002,969,1.70091963214714,2.81031991744066,0.531169064882563,1.03329832648829
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,Public Services and Other Associate Professionals,1,1,0,18326,High,1.02702515825429,Average,4477.88,3653.26,9550.54,30399.0708,39356.5276740072,8957.45687400722,0.294662193227538,1295,434,2.82162162162162,22.0069124423963,1.03731176280431,3.09135660593433
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,"Business, Finance and Related Associate Professionals",1,1,1,18184,High,1.03743814883403,Average,3192.46,2882.95,10407.08,33766.2658,46831.2324368724,13064.9666368724,0.386923644866659,2466,1265,1.16869424168694,8.22694071146245,0.155887092835176,2.10741422158035
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,Information Technology Technicians,1,1,0,17989,High,1.27325818494171,High,5745.74,3697.26,8071.86,30464.4601,38482.9697183184,8018.50961831842,0.263208656644416,1808,258,2.04480088495575,31.2868217054264,0.715300417984509,3.44319697711183
SOUTH EAST ENGLAND,Sales And Customer Service Occupations,Sales Related Occupations,0,1,0,15534,High,1.06305151998314,Average,4450.66,1824.56,8793.5,23928.9634,35090.0375471503,11161.0741471503,0.46642530896889,765,10,2.3843137254902,879.35,0.868911336807743,6.77918299818237
SOUTH EAST ENGLAND,Professional Occupations,Health Professionals,0,0,1,15174,High,1.01473999096736,Average,195.66,173.96,10468.25,41023.5289,46441.4592260586,5417.93032605863,0.13206885100659,3,1561,57.6666666666667,6.64253683536195,4.05467930582967,1.89349394404285
SOUTH EAST ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Finance,1,1,0,14702,High,1.00658075470463,Average,7312.04,1860.13,4861.1,23652.9338,35508.6489888889,11855.7151888889,0.501236560721651,4573,,0.406516509949705,,-0.900130735936611,
SOUTH EAST ENGLAND,Administrative And Secretarial Occupations,Secretarial and Related Occupations,1,1,0,13961,Medium,0.994479130817622,Average,8285.48,3173.01,2114.41,22732.7052,26026.8058737075,3294.10067370753,0.144905792985321,2590,,1.22471042471042,,0.202704428061151,
SOUTH EAST ENGLAND,Elementary Occupations,Elementary Cleaning Occupations,0,1,0,13474,Medium,1.16324055122652,Average,7977.78,2941.19,2349.94,19313.3307,23851.7298387097,4538.39913870968,0.234987905980903,480,,6.12708333333333,,1.81271883465206,
SOUTH EAST ENGLAND,Professional Occupations,"Business, Research and Administrative Professionals",0,1,0,13298,Medium,0.989094557326413,Average,556.43,248.17,10380.4,38392.6375,49310.5429158434,10917.9054158434,0.284374977255559,954,964,0.258909853249476,10.7686721991701,-1.35127533482031,2.3766411965827
SOUTH EAST ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Records,1,1,0,9873,Medium,1.08728243194633,Average,4070.48,1807.05,3578.07,23147.3893,34411.6207417349,11264.2314417349,0.486630751129021,1874,,0.964247598719317,,-0.036407172206139,
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,"Science, Engineering and Production Technicians",1,1,1,8455,Medium,0.962276518259526,Average,1964.48,3857.24,2233.18,28181.3123,33267.8965158455,5086.58421584554,0.180494937982201,2908,561,1.32634112792297,3.98071301247772,0.282424119554817,1.38146095211485
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,Welfare and Housing Associate Professionals,1,1,1,8287,Medium,0.985821978716812,Average,1348.99,2978.14,3214.02,24231.2924,26899.4677378345,2668.17533783455,0.110112795214941,1079,787,2.75996292863763,4.08388818297332,1.01521724798582,1.40704952063605
SOUTH EAST ENGLAND,Professional Occupations,Welfare Professionals,0,1,1,7993,Medium,1.12281315093324,Average,296.91,620,6736.01,33280.8859,45931.3532592593,12650.4673592593,0.380112097895184,490,1157,1.26530612244898,5.73206568712187,0.235314086934465,1.74607596962145
SOUTH EAST ENGLAND,Skilled Trades Occupations,Construction and Building Trades,1,1,0,7701,Medium,1.22496792200859,High,1689.35,4890.85,1020.96,,,,,7066,,0.692187942258704,,-0.367897767379733,
SOUTH EAST ENGLAND,Elementary Occupations,Elementary Storage Occupations,0,1,0,6944,Medium,0.936787436785993,Average,3646.69,1917.24,1159.52,18500.247,29341.5858670103,10841.3388670103,0.586010493103704,213,,9,,2.19722457733622,
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,Health Associate Professionals,1,1,1,6113,Medium,1.15650621075702,Average,610.04,2670.72,2353.96,26342.3,26729.3701051282,387.070105128205,0.0146938613988985,318,393,8.39622641509434,5.98972010178117,2.12778236861412,1.79004468345315
SOUTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Directors in Retail and Wholesale,0,0,0,5912,Medium,1.23686007791421,High,2011.44,1116.81,2448.33,27772.7027,32832.6787885986,5059.97608859857,0.182192426255964,0,,Inf,,Inf,
SOUTH EAST ENGLAND,Skilled Trades Occupations,Vehicle Trades,1,1,0,5894,Medium,1.14200348621924,Average,1201.81,4325.61,289.9,,,,,2461,,1.75782202356766,,0.564075556121951,
SOUTH EAST ENGLAND,"Process, Plant And Machine Operatives",Mobile Machine Drivers and Operatives,0,1,0,5385,Medium,1.07628365009551,Average,2958.85,1676.21,700.11,17710.4914,25733.4463018182,8022.95490181818,0.453005776102756,269,,6.23420074349442,,1.83005038222137,
SOUTH EAST ENGLAND,Professional Occupations,Engineering Professionals,0,1,1,5261,Medium,1.01054851070233,Average,385.57,1623.38,2977.3,40269.5775,45218.9141947059,4949.33669470587,0.122905106086744,1234,1508,1.31523500810373,1.97413793103448,0.27401536304926,0.680131812447874
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,"Artistic, Literary and Media Occupations",1,1,1,5039,Medium,0.85265058459588,Average,1199.65,672.22,2424.45,28212.7883,35423.4842514706,7210.69595147058,0.255582534941099,3603,1382,0.186511240632806,1.75430535455861,-1.67926377022494,0.562072969196312
SOUTH EAST ENGLAND,Professional Occupations,Legal Professionals,0,0,0,4841,Medium,0.974863717135766,Average,204.15,95.39,2418.6,40898.6878,53081.1002352381,12182.4124352381,0.297868051288386,163,147,0.582822085889571,16.4530612244898,-0.539873309206221,2.80051155257244
SOUTH EAST ENGLAND,Professional Occupations,Therapy Professionals,0,1,0,4818,Medium,1.1759447595974,Average,272.5,166.93,4095.51,31680.9503,35390.4414721311,3709.49117213115,0.117089012072064,197,364,0.842639593908629,11.2527472527473,-0.171215940381446,2.42061229908261
SOUTH EAST ENGLAND,"Process, Plant And Machine Operatives",Process Operatives,0,1,0,4734,Medium,0.923705605343069,Average,1884.05,1104.38,1399.82,28022.1845,37978.6517106464,9956.46721064639,0.355306603974661,368,,3.00271739130435,,1.09951767578292,
SOUTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Hospitality and Leisure Services,0,1,0,4733,Medium,1.34367781056239,High,1842.71,1739.35,1058.56,22924.7589,29829.3928992064,6904.63399920635,0.301186766208754,1362,,1.27679882525698,,0.244356027644829,
SOUTH EAST ENGLAND,Skilled Trades Occupations,Electrical and Electronic Trades,1,1,0,4616,Medium,1.12803949959595,Average,901.31,2543.45,1078.47,28136.3846,36409.666876367,8273.28227636701,0.294042123534486,1814,5,1.40242557883131,215.694,0.338203293784929,5.37386073659654
SOUTH EAST ENGLAND,"Process, Plant And Machine Operatives",Assemblers and Routine Operatives,0,1,0,4523,Medium,1.01430406501109,Average,1550.85,1265.8,1560.74,27323.9928,38583.0658028571,11259.0730028571,0.412058116296134,395,,3.20506329113924,,1.164731837803,
SOUTH EAST ENGLAND,Elementary Occupations,Elementary Administration Occupations,0,1,0,4392,Medium,1.1512045140174,Average,2212.07,1070.65,814.06,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,205,,5.22439024390244,,1.65333809130934,
SOUTH EAST ENGLAND,Elementary Occupations,Elementary Security Occupations,0,1,0,4362,Medium,0.992191255743386,Average,1928.42,1084.93,1121.19,21511.4319,31901.3219276316,10389.8900276316,0.482993883249194,399,,2.71929824561404,,1.0003738490847,
SOUTH EAST ENGLAND,Elementary Occupations,Elementary Construction Occupations,0,1,0,4276,Medium,1.31147670444676,High,1278.39,1513.1,1382.05,29607.1038,37637.5037586207,8030.39995862068,0.271232202003516,576,,2.62673611111111,,0.965742053092464,
SOUTH EAST ENGLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Other Services,0,1,0,4175,Medium,1.14546487737227,Average,1160.13,1052.46,1817.51,38660.652,49814.1524638298,11153.5004638298,0.28849747448206,632,,1.66613924050633,,0.510509117987119,
SOUTH EAST ENGLAND,Skilled Trades Occupations,"Metal Machining, Fitting and Instrument Making Trades",1,1,0,4093,Medium,0.867823622056259,Average,942.67,2493.47,571.32,26814.9721,31284.7763495868,4469.80424958678,0.16669061720138,878,,2.83940774487472,,1.04359548988844,
SOUTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Leisure and Travel Services,0,1,0,4080,Medium,1.26753254736344,High,1395.29,1046.05,1583.47,21567.3127,28675.0314342105,7107.71873421053,0.329559775623345,1436,,0.728412256267409,,-0.316888104983302,
SOUTH EAST ENGLAND,Elementary Occupations,Elementary Process Plant Occupations,0,0,0,4035,Medium,1.02296149935492,Average,1720.44,1420.05,769.5,19920.8076,30327.2291038462,10406.4215038462,0.522389539259751,75,,18.9333333333333,,2.94092403705899,
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,Legal Associate Professionals,1,1,1,3923,Medium,0.9047839951858,Average,835.77,247.98,2280.33,29406.4,38939.5288852174,9533.12888521739,0.32418551353506,518,605,0.478764478764479,3.76859504132231,-0.7365464960945,1.32670226391764
SOUTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Hairdressers and Related Services,0,1,0,3749,Medium,1.0662879369576,Average,867.52,2833.96,36.09,,,,,4823,,0.587601078167116,,-0.531706999818346,
SOUTH EAST ENGLAND,Associate Professional And Technical Occupations,Design Occupations,1,1,1,3583,Medium,0.955827788772732,Average,616.14,585.18,2233.78,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,2062,946,0.283705140640155,2.3615221987315,-1.25981981734505,0.859306410577267
SOUTH EAST ENGLAND,Professional Occupations,"Architects, Town Planners and Surveyors",0,1,1,3517,Medium,1.08786022690317,Average,319.57,837.69,2176.07,33965.5158,43155.457648326,9189.94184832601,0.270566827320962,587,288,1.42589437819421,7.55579861111111,0.35479925066138,2.02231529644012
SOUTH EAST ENGLAND,"Managers, Directors And Senior Officials",Functional Managers and Directors,0,0,0,3405,Medium,1.14002793911001,Average,294.85,396.75,2368.83,34628.8564,45424.6009774952,10795.7445774952,0.311755734951017,0,,Inf,,Inf,
SOUTH EAST ENGLAND,Administrative And Secretarial Occupations,Administrative Occupations: Office Managers and Supervisors,1,1,0,3402,Medium,1.10703991720794,Average,840.05,634.53,1780.19,28281.8869,41881.4379621107,13599.5510621107,0.480857274841543,572,,1.11013986013986,,0.104486007512894,
SOUTH EAST ENGLAND,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,3272,Medium,1.12306725331894,Average,1114.79,1829.95,265.57,,,,,613,,2.98531810766721,,1.09370630989926,
SOUTH EAST ENGLAND,"Caring, Leisure And Other Service Occupations",Housekeeping and Related Services,0,0,0,3164,Medium,1.27384039878487,High,1119.19,1400.84,574.58,19464.4944,20411.2642,946.769799999998,0.0486408627187356,79,,17.7215189873418,,2.87477966313633,
